source,path,url,sha256
JODI,data\raw\jodi\world_secondary_csv.zip,https://www.jodidata.org/_resources/files/downloads/oil-data/world_secondary_csv.zip,181d36314598b467652b6ddfec62ca2c05e7dcaaa39dd1cb1145f64dd6d1c07f
