product,outcome,event_year,trade_source,level_change,std_error,p_value,nobs
diesel,exports_kt,2022,primary,-1782.9367647058816,448.04453176129647,6.909696611496493e-05,19
diesel,exports_kt,2022,corroborated,-1540.267598039215,462.1257170267547,0.0008591321627378308,19
diesel,net_import_to_demand_ratio,2022,primary,0.457431187802969,0.10432736059070795,1.1621218030130855e-05,19
diesel,net_import_to_demand_ratio,2022,corroborated,0.3962944200430808,0.11329344773228052,0.00046885515753835113,19
gasoline,exports_kt,2022,primary,-447.5416666666665,193.06699338424545,0.020445837516044472,19
gasoline,exports_kt,2022,corroborated,-254.92783333333318,175.55366104316383,0.14646372693226128,19
gasoline,net_import_to_demand_ratio,2022,primary,0.731916995507973,0.1895537622934798,0.00011280223678253814,19
gasoline,net_import_to_demand_ratio,2022,corroborated,0.5572546975946306,0.17756787978500096,0.0016995234192467052,19
