product,phase,adjustment_speed,half_life_weeks,model
diesel,pre_transition,-0.14152122927799457,4.542447516404447,two-step Engle-Granger error-correction model
diesel,post_transition,-0.5995147419959452,0.7574730641052194,two-step Engle-Granger error-correction model
gasoline,pre_transition,-0.09112989327402365,7.254052869771599,two-step Engle-Granger error-correction model
gasoline,post_transition,-0.3678226784379724,1.5114900146530597,two-step Engle-Granger error-correction model
