product,outcome,specification,term,estimate,std_error,p_value,n_obs,r2_adj
diesel,imports_kt,2013 held constant,control_2013,-47.65081607803053,11.498890857416878,3.4137584947502045e-05,276,0.20914038350103303
diesel,imports_kt,2013 held constant,control_2013_trend,-0.04216223319313625,0.14984273254891714,0.778421591668623,276,0.20914038350103303
diesel,imports_kt,2013 held constant,matosinhos_transition,33.80278562664462,23.731774434662395,0.15433990490932162,276,0.20914038350103303
diesel,imports_kt,2013 held constant,matosinhos_transition_trend,2.977134054536555,6.238412429117034,0.6332010338781066,276,0.20914038350103303
diesel,imports_kt,2013 held constant,energy_stress_2022,15.084379023979116,11.463033539440614,0.18820253714633273,276,0.20914038350103303
diesel,imports_kt,2013 held constant,energy_stress_2022_trend,1.589719511196672,2.3083890102772777,0.4910306179539252,276,0.20914038350103303
diesel,imports_kt,2013 held constant,post_stress,43.80802620494485,16.57710697135317,0.00822521875983961,276,0.20914038350103303
diesel,imports_kt,2013 held constant,post_stress_trend,-1.834805955338305,0.8748393502179989,0.035966482211517305,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_2,12.663056461490626,11.016515626516862,0.2503658872694826,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_3,8.825667146808831,10.107041536089152,0.38254337313242903,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_4,1.1142633710531413,10.37730414193055,0.9144914610358028,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_5,-5.936391953686853,7.608768420380067,0.4352707775635867,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_6,-5.864192862248345,9.089353912208292,0.5188159985947174,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_7,-10.791993770809793,7.981916091246483,0.1763575526570802,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_8,1.1062922771505015,9.285323932790465,0.9051611318850621,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_9,3.8306652816324176,10.213899124344543,0.7076274743840811,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_10,20.076777416549206,10.562800568538432,0.057340544639640494,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_11,9.583759116683355,12.837436007614242,0.45533659103566804,276,0.20914038350103303
diesel,imports_kt,2013 held constant,month_12,-2.474476574486715,8.289566283850883,0.7653177981853777,276,0.20914038350103303
diesel,exports_kt,no 2013 control,const,-14.392745681684566,11.586231926530395,0.21415232528498207,276,0.40262723515830356
diesel,exports_kt,no 2013 control,trend,0.770245361074462,0.0854259642905848,1.9414974505636456e-19,276,0.40262723515830356
diesel,exports_kt,no 2013 control,matosinhos_transition,-39.7852597187012,19.867500570258322,0.04522779343143116,276,0.40262723515830356
diesel,exports_kt,no 2013 control,matosinhos_transition_trend,-12.545520025252475,2.4810058235191517,4.267376338021522e-07,276,0.40262723515830356
diesel,exports_kt,no 2013 control,energy_stress_2022,-125.18766981600223,21.47520470787489,5.562528894245258e-09,276,0.40262723515830356
diesel,exports_kt,no 2013 control,energy_stress_2022_trend,-2.718498128590636,2.711019269709916,0.31597730542202906,276,0.40262723515830356
diesel,exports_kt,no 2013 control,post_stress,-147.6646046704058,20.162325557697557,2.410668241147026e-13,276,0.40262723515830356
diesel,exports_kt,no 2013 control,post_stress_trend,0.920571976517232,1.1773474936517532,0.43427136257101007,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_2,-6.348315966630331,13.127938734464818,0.6286889809912941,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_3,-17.13370976609623,12.052751445820311,0.15515401366662648,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_4,-7.431026684755253,14.204164295655337,0.6008640858546037,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_5,-2.128984485209746,16.174338511278165,0.8952790922118437,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_6,7.901764684185693,17.2670406348077,0.6472245753937026,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_7,-13.371833972505733,13.961203973746496,0.338171104168983,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_8,-16.819345672675496,14.901336350775804,0.259018537880948,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_9,-19.614683459801743,14.964733318568378,0.18994993535006077,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_10,-16.757847333884463,14.782147547090497,0.25693952376547324,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_11,-15.422750338402059,14.10979376940638,0.274370594593352,276,0.40262723515830356
diesel,exports_kt,no 2013 control,month_12,-2.739827255963135,10.103473877541813,0.7862550905295617,276,0.40262723515830356
diesel,exports_kt,2013 held constant,const,11.939616902443394,8.254273580633148,0.1480434579659422,276,0.5872215910087231
diesel,exports_kt,2013 held constant,trend,0.09578065725979987,0.058303708306657015,0.10042671548287545,276,0.5872215910087231
diesel,exports_kt,2013 held constant,control_2013,137.09055783508018,19.838321991276796,4.8332035636750966e-12,276,0.5872215910087231
diesel,exports_kt,2013 held constant,control_2013_trend,-0.49668991907539506,0.3616952572930151,0.1696815942928993,276,0.5872215910087231
diesel,exports_kt,2013 held constant,matosinhos_transition,-0.2422491695341007,24.558954872161756,0.9921298060573239,276,0.5872215910087231
diesel,exports_kt,2013 held constant,matosinhos_transition_trend,-11.41325971294236,2.185608816096925,1.7699638711953933e-07,276,0.5872215910087231
diesel,exports_kt,2013 held constant,energy_stress_2022,-71.65345179461093,27.29275469447555,0.008655604263018956,276,0.5872215910087231
diesel,exports_kt,2013 held constant,energy_stress_2022_trend,-2.1589057567861634,2.485725574291664,0.38510898408581007,276,0.5872215910087231
diesel,exports_kt,2013 held constant,post_stress,-82.96083037797904,29.882004625026138,0.0054984727740891165,276,0.5872215910087231
diesel,exports_kt,2013 held constant,post_stress_trend,1.946703776569117,1.263491578730321,0.12338166499880968,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_2,-5.553166257750632,13.15326139380279,0.6728868488472585,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_3,-15.659436624386164,11.752575406660444,0.182720254708562,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_4,-5.136705228056513,12.842093526122838,0.6891640979308806,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_5,-0.7338760417473746,13.888036455940846,0.9578575435248053,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_6,10.067692733405721,13.913886709612775,0.46932880578173386,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_7,-10.435086317528217,11.378953415649184,0.3591156531230062,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_8,-13.111778411940328,11.405396903610049,0.2503038122189932,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_9,-15.136296593309003,13.493272223064624,0.26196186454282067,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_10,-11.508640861634234,13.255023002033328,0.3852588444594789,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_11,-9.402724260394184,12.691336956674107,0.4587678019719519,276,0.5872215910087231
diesel,exports_kt,2013 held constant,month_12,4.051018427802433,9.283512518236954,0.6625704839653351,276,0.5872215910087231
diesel,demand_kt,no 2013 control,const,452.06783153233494,7.017453855032216,0.0,276,0.48894405107136696
diesel,demand_kt,no 2013 control,trend,-0.3868099189265562,0.046504596710933106,8.970888269070022e-17,276,0.48894405107136696
diesel,demand_kt,no 2013 control,matosinhos_transition,11.473318456006051,11.152044321501613,0.30356965207152276,276,0.48894405107136696
diesel,demand_kt,no 2013 control,matosinhos_transition_trend,3.3613106636876404,2.368262834985308,0.15580723807087998,276,0.48894405107136696
diesel,demand_kt,no 2013 control,energy_stress_2022,37.05125064147551,16.091324228854333,0.02130357297350324,276,0.48894405107136696
diesel,demand_kt,no 2013 control,energy_stress_2022_trend,0.5190947957762388,2.374833901511333,0.8269760522896484,276,0.48894405107136696
diesel,demand_kt,no 2013 control,post_stress,56.2489920539972,11.449851677405443,8.985846866682747e-07,276,0.48894405107136696
diesel,demand_kt,no 2013 control,post_stress_trend,-1.1722499380145488,0.5704971053193387,0.03989959891586514,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_2,-15.874790550102489,4.778541080464861,0.0008934271991214965,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_3,21.730209093335326,8.715954103822996,0.012661419383179847,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_4,9.196384450533856,9.77396482585638,0.34675291187646207,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_5,36.55502422268849,8.074537641253531,5.9771157018688415e-06,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_6,13.048968681465567,8.248016713168097,0.11363279206475449,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_7,47.67334792285152,7.728566289636207,6.895851976571121e-10,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_8,43.080335859889885,8.270347175428121,1.89849061506231e-07,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_9,21.530802057797487,7.418146046461411,0.0037025561152666136,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_10,36.98126825570478,6.9547419448720955,1.0525023612580595e-07,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_11,18.562169236221614,7.2835274603146996,0.010818304954772064,276,0.48894405107136696
diesel,demand_kt,no 2013 control,month_12,28.577852825433354,6.901891601410446,3.464247122839127e-05,276,0.48894405107136696
diesel,demand_kt,2013 held constant,const,451.4420164561676,8.354768740739855,0.0,276,0.5235275627327851
diesel,demand_kt,2013 held constant,trend,-0.32392993473904536,0.1195991441440557,0.006759551591824833,276,0.5235275627327851
diesel,demand_kt,2013 held constant,control_2013,-31.046659611154702,12.51459790322629,0.013107482254422221,276,0.5235275627327851
diesel,demand_kt,2013 held constant,control_2013_trend,0.3405585321305503,0.24227100547956687,0.15981545897938165,276,0.5235275627327851
diesel,demand_kt,2013 held constant,matosinhos_transition,-5.132155071446387,16.277246276121907,0.7525367151766518,276,0.5235275627327851
diesel,demand_kt,2013 held constant,matosinhos_transition_trend,2.996435796842002,2.3884794708071304,0.2096468970736367,276,0.5235275627327851
diesel,demand_kt,2013 held constant,energy_stress_2022,16.15461851605548,21.922953893999974,0.46119443283320727,276,0.5235275627327851
diesel,demand_kt,2013 held constant,energy_stress_2022_trend,0.22715882958807487,2.3468869457569723,0.9228919330490162,276,0.5235275627327851
diesel,demand_kt,2013 held constant,post_stress,31.444951219247187,20.002164436877532,0.11593259561275408,276,0.5235275627327851
diesel,demand_kt,2013 held constant,post_stress_trend,-1.5505643732872982,0.5892112984419601,0.008498558488631099,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_2,-16.066592214644686,4.455522150909285,0.00031095868889264514,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_3,21.374536630751106,8.352496209866018,0.010495570880424267,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_4,8.645739066855924,9.583786616553091,0.3669923783665102,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_5,36.531383027806314,7.54909944318244,1.303818373271605e-06,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_6,12.846218690135743,7.4590147190388985,0.08502592586976594,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_7,47.29148913507328,6.989008000257569,1.3188725099760038e-11,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_8,42.519368275663396,7.754062824729757,4.170029901440742e-08,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_9,20.790725677123014,6.722908003869278,0.001984650371761608,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_10,36.0620830785827,6.461370855395331,2.388902764424369e-08,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_11,17.463875262650927,6.9183977264575525,0.011594020587340761,276,0.5235275627327851
diesel,demand_kt,2013 held constant,month_12,27.30045005541473,6.775024043881741,5.587839857981583e-05,276,0.5235275627327851
diesel,refinery_output_kt,no 2013 control,const,391.949004982808,19.33553037018325,2.3227003656181025e-91,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,trend,0.2508521783308166,0.10440831585353225,0.016278659574653728,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,matosinhos_transition,-102.88822776311535,36.529170950478964,0.004853424906441584,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,matosinhos_transition_trend,-4.036492448058988,6.8035922187542335,0.5529881501263013,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,energy_stress_2022,-148.24633413710598,23.412769976097437,2.4222641793897774e-10,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,energy_stress_2022_trend,5.1570577360965215,3.5115631434344112,0.14194316172283394,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,post_stress,-168.45235613410821,25.619592521320985,4.8608066939573974e-11,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,post_stress_trend,2.72254596657102,1.1861834437072463,0.02172080917382855,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_2,-68.92079128637829,17.590012579406558,8.922100278079899e-05,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_3,-31.53753118608628,20.2573784626573,0.11950807791091025,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_4,4.402827519529296,22.25272484180404,0.8431579979225006,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_5,-7.4008038721113065,26.302543838943283,0.7784249602986735,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_6,7.758532766028338,20.516160134550894,0.7053066095894028,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_7,16.8743911432986,18.754657244778038,0.3682564788970881,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_8,24.29459734665562,19.397751302562313,0.21040811969284656,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_9,-4.502587754335224,23.77913668444938,0.8498182386939915,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_10,-44.473685898804035,24.039703419855506,0.0643121432299281,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_11,-23.575218825881937,21.64073405376468,0.2759815410223264,276,0.21626394586019004
diesel,refinery_output_kt,no 2013 control,month_12,16.71455259486629,19.581926535396715,0.3933430727275924,276,0.21626394586019004
diesel,refinery_output_kt,2013 held constant,const,435.4152904668563,16.857319051032214,4.141045555143281e-147,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,trend,-0.7640611919039526,0.14255531528080254,8.33360928824758e-08,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,control_2013,167.92162571863838,23.767610736093072,1.604478996348378e-12,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,control_2013_trend,-0.12931528568699502,0.4071328284810465,0.7507699279843245,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,matosinhos_transition,-70.52177523236357,40.77464857094456,0.08371078571499183,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,matosinhos_transition_trend,-2.877403095928774,6.94112354335176,0.6784755417434154,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,energy_stress_2022,-101.10016380592495,28.209306917557885,0.00033846363493002636,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,energy_stress_2022_trend,5.495478491759849,3.1621983293518907,0.0822343425793718,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,post_stress,-110.51888894253409,34.2288313739356,0.0012430015475867122,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,post_stress_trend,3.6729227840001943,1.272174088576708,0.003887824910571016,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_2,-67.97144572304478,16.82291868205343,5.33584222231034e-05,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_3,-29.777484593294645,19.003962178558048,0.1171358994708483,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_4,7.1479009189777685,21.024987809846508,0.733877837498428,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_5,-5.077940732559583,23.86074144441746,0.831470706319858,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_6,11.016027523014372,17.26793973708705,0.5235082879643331,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_7,21.06651751771841,15.687538142724373,0.17931008418392602,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_8,29.42135533851001,17.191068139874478,0.08700127384580512,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_9,1.5588018549535239,21.606267444146816,0.9424858631103685,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_10,-37.477664672081175,21.14452314376466,0.07631945968164906,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_11,-15.644565981724641,20.929457432910805,0.45476766834355975,276,0.40459643136773304
diesel,refinery_output_kt,2013 held constant,month_12,25.57983705645796,18.47744583758768,0.1662416230114564,276,0.40459643136773304
diesel,net_imports_kt,no 2013 control,const,82.78266941399777,16.854996396514924,9.03999424669079e-07,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,trend,-0.743746044642442,0.10249128757599485,3.967190684912713e-13,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,matosinhos_transition,80.12750535624117,31.95099327934582,0.012147675204938868,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,matosinhos_transition_trend,15.814068280035142,7.202846885304302,0.028125582857108172,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,energy_stress_2022,150.61737977479754,21.69892154287767,3.88678418471241e-12,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,energy_stress_2022_trend,4.347129821102811,2.945921248342644,0.14003959543372005,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,post_stress,204.402651604389,27.405506652655752,8.754500472304222e-14,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,post_stress_trend,-2.5361466493992397,1.456823427888414,0.08170559232060388,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_2,19.27671234980622,19.182241472624074,0.314933007079085,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_3,26.451285933603256,17.19236149267993,0.12391450342763745,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_4,9.313517346841262,19.833453358204835,0.6386506372932592,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_5,-3.047186255409716,20.031862204329126,0.8790946769517847,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_6,-12.742088245651601,22.325846476276222,0.5681809218117138,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_7,3.8673575901934374,17.46131037327727,0.8247175229987802,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_8,19.4768034260386,18.651725781101202,0.296376217341061,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_9,25.26016230536189,20.60218494253793,0.22016427218032308,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_10,38.913086402076544,20.962103802073983,0.06340310893176114,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_11,27.34861919444332,22.744404322308156,0.22919586332431308,276,0.30090126922994387
diesel,net_imports_kt,no 2013 control,month_12,2.8711085085493053,13.869706639025422,0.836005396997154,276,0.30090126922994387
diesel,net_imports_kt,2013 held constant,const,42.27044419814618,12.295066393638503,0.0005860266535384936,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,trend,0.24979004013908077,0.1538589958755321,0.10448261842711905,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,control_2013,-184.74137391311078,25.023629082775212,1.551379388926556e-13,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,control_2013_trend,0.45452768588225884,0.425375596733244,0.28528034003910685,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,matosinhos_transition,34.04503479617871,35.817029366671775,0.3418448062276531,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,matosinhos_transition_trend,14.390393767478912,7.332399092652772,0.0496954095818672,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,energy_stress_2022,86.73783081859003,28.503566364183023,0.002341919649127004,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,energy_stress_2022_trend,3.748625267982838,2.5151319653582793,0.13611150884455228,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,post_stress,126.76885658292389,37.39565333013501,0.000699090440100656,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,post_stress_trend,-3.7815097319074233,1.5537784310654748,0.014943272921670908,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_2,18.21622271924127,18.516556672633865,0.32522357299365745,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_3,24.485103771195014,16.272415318804065,0.13240121612462544,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_4,6.250968599109713,17.72697447768599,0.7243698370935651,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_5,-5.202515911939481,16.360508509006237,0.7504907692738997,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_6,-15.931885595654064,18.22643000404972,0.38205892382900797,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_7,-0.3569074532816241,13.25231609800257,0.9785142066190154,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_8,14.218070689090776,14.268455967329487,0.3190224363652834,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_9,18.96696187494142,17.848414359339287,0.2879319507809649,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_10,31.58541827818336,17.412270271929092,0.06968161620434138,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_11,18.98648337707752,20.81122851474522,0.3616007093104223,276,0.515832635375489
diesel,net_imports_kt,2013 held constant,month_12,-6.525495002289161,13.058639132509182,0.6172813156247703,276,0.515832635375489
diesel,net_import_to_demand_ratio,no 2013 control,const,0.18329941759659546,0.041385890692106464,9.465715533198254e-06,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,trend,-0.00176774838552072,0.000257624896749683,6.803913448469568e-12,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,matosinhos_transition,0.19233810474436366,0.0711351027102733,0.006854279584233495,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,matosinhos_transition_trend,0.03818367529011438,0.015158309679248508,0.01176910115065136,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,energy_stress_2022,0.36579164845325673,0.05507839895008199,3.10948462325884e-11,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,energy_stress_2022_trend,0.009797426303858242,0.007156555053871302,0.17099480074757,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,post_stress,0.49510298053410917,0.06714012432515593,1.6536670046748467e-13,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,post_stress_trend,-0.005731110378324001,0.003450349221573076,0.09670877143557914,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_2,0.04612790175012939,0.05116595323269586,0.3673038906875624,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_3,0.061374099017948276,0.04255904456222958,0.14927614770311262,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_4,0.023694397900489043,0.04955019484672868,0.6325151197012173,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_5,0.0008481439371981758,0.04943079944278896,0.9863104024814625,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_6,-0.027223091793502734,0.05595857201972033,0.6266222499843005,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_7,0.013302389515814545,0.043168906017219184,0.7579701155377663,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_8,0.049112396937958866,0.04515513157692698,0.2767553400510442,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_9,0.0668355110808801,0.05081823294473505,0.1884468531881739,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_10,0.0952094044041217,0.05107117758052965,0.06228671031929594,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_11,0.06886908513356688,0.05498792084631641,0.21040948883940447,276,0.2930749703074127
diesel,net_import_to_demand_ratio,no 2013 control,month_12,0.008036251848921865,0.03326179647828123,0.8090854200849995,276,0.2930749703074127
diesel,net_import_to_demand_ratio,2013 held constant,const,0.08395749432207232,0.029653966754584298,0.004636792653737756,276,0.4981977455349378
diesel,net_import_to_demand_ratio,2013 held constant,trend,0.0006431317965197255,0.0003499867252883141,0.06612297408245965,276,0.4981977455349378
diesel,net_import_to_demand_ratio,2013 held constant,control_2013,-0.4379378697223819,0.06253952709570763,2.512962387690798e-12,276,0.4981977455349378
diesel,net_import_to_demand_ratio,2013 held constant,control_2013_trend,0.0009362217977954882,0.0011407177457113447,0.4117998177634091,276,0.4981977455349378
diesel,net_import_to_demand_ratio,2013 held constant,matosinhos_transition,0.08783564971238186,0.08589605600386412,0.3065061352132121,276,0.4981977455349378
diesel,net_import_to_demand_ratio,2013 held constant,matosinhos_transition_trend,0.034875960306169435,0.015421502864612822,0.02372738387994432,276,0.4981977455349378
diesel,net_import_to_demand_ratio,2013 held constant,energy_stress_2022,0.21979568055216614,0.07892966028541101,0.005357673313455418,276,0.4981977455349378
