break_date,product,sample_ends,is_real_break,pre_adjustment_speed,post_adjustment_speed,speed_ratio,interaction_p_value,cointegration_p_value,model_family,ecm_licensed,n_obs
2011-05-01,diesel,2021-05-01,False,-0.3381507702218235,-0.08477687992478938,0.2507073394189716,8.363766891964015e-06,0.004455542623660385,ecm_required,True,803.0
2013-05-01,diesel,2021-05-01,False,-0.3047847837722334,-0.10331296229178422,0.3389702104321268,0.0002719806089099644,0.004455542623660385,ecm_required,True,803.0
2015-05-01,diesel,2021-05-01,False,-0.19810776533689964,-0.11888888757766569,0.6001222989693751,0.1551073889045481,0.004455542623660385,ecm_required,True,803.0
2017-05-01,diesel,2021-05-01,False,-0.18715125111934888,-0.21038412839117435,1.124139577656414,0.6743431739607335,0.004455542623660385,ecm_required,True,803.0
2019-05-01,diesel,2021-05-01,False,-0.17414327814932556,-0.27854257880838856,1.5995023280171743,0.09785901176464705,0.004455542623660385,ecm_required,True,803.0
2021-05-01,diesel,,True,-0.14152122927799457,-0.5995147419959452,4.236217739589441,5.883217832547759e-08,4.348245362986022e-06,ecm_required,True,993.0
