product,outcome,phase,at,date,months_into_phase,contrast,std_error,p_value,ci_low,ci_high,specification
gasoline,demand_kt,post_stress,last month,2024-12-01,23.0,37.90134836957703,5.027667570894977,4.752076528478567e-14,28.047301004382895,47.75539573477116,2013 held constant
gasoline,refinery_output_kt,matosinhos_transition,first month,2021-05-01,0.0,9.685236752150239,20.316132974039537,0.633556967619453,-30.13365218209387,49.504125686394346,no 2013 control
gasoline,refinery_output_kt,matosinhos_transition,last month,2022-02-01,9.0,-25.630616771781376,23.657731829831366,0.27863410182467807,-71.99891911415773,20.73768557059497,no 2013 control
gasoline,refinery_output_kt,energy_stress_2022,first month,2022-03-01,0.0,25.742833724469207,13.84112512555355,0.06290248585969,-1.3852730271281821,52.87094047606659,no 2013 control
gasoline,refinery_output_kt,energy_stress_2022,last month,2022-12-01,9.0,-2.6061281435212784,12.842537437808476,0.8391902310962686,-27.777038991733196,22.56478270469064,no 2013 control
gasoline,refinery_output_kt,post_stress,first month,2023-01-01,0.0,-4.3273960306145645,26.17719940547,0.8686986894675494,-55.63376408145908,46.978972020229946,no 2013 control
gasoline,refinery_output_kt,post_stress,last month,2024-12-01,23.0,45.38833389039369,16.06116964942901,0.004713813395289252,13.909019827925022,76.86764795286236,no 2013 control
gasoline,refinery_output_kt,matosinhos_transition,first month,2021-05-01,0.0,-7.102112983348723,24.710921933074648,0.7738000500062345,-55.53462999695593,41.33040403025848,2013 held constant
gasoline,refinery_output_kt,matosinhos_transition,last month,2022-02-01,9.0,-43.06119929056129,27.68730287853132,0.11988205642150193,-97.32731576153483,11.20491718041226,2013 held constant
gasoline,refinery_output_kt,energy_stress_2022,first month,2022-03-01,0.0,8.877278895312982,19.902613138881204,0.655571352646352,-30.13112605512785,47.88568384575382,2013 held constant
gasoline,refinery_output_kt,energy_stress_2022,last month,2022-12-01,9.0,-23.505967244934048,21.871573395037018,0.28249703762985,-66.37346338443103,19.361528894562944,2013 held constant
gasoline,refinery_output_kt,post_stress,first month,2023-01-01,0.0,-23.0374956615562,31.810835241159243,0.46894124543455673,-85.38558705236585,39.31059572925344,2013 held constant
gasoline,refinery_output_kt,post_stress,last month,2024-12-01,23.0,21.134426389488553,28.94271741074862,0.4652583529033104,-35.59225735029911,77.86111012927621,2013 held constant
gasoline,net_imports_kt,matosinhos_transition,first month,2021-05-01,0.0,2.98410801652477,18.15427971706948,0.8694360172140199,-32.597626394197405,38.56584242724695,no 2013 control
gasoline,net_imports_kt,matosinhos_transition,last month,2022-02-01,9.0,51.57173514483367,27.03841218066571,0.056475185342281686,-1.4225789284202293,104.56604921808756,no 2013 control
gasoline,net_imports_kt,energy_stress_2022,first month,2022-03-01,0.0,58.22229520100092,15.399740791196281,0.0001563678307106099,28.03935787900385,88.40523252299799,no 2013 control
gasoline,net_imports_kt,energy_stress_2022,last month,2022-12-01,9.0,7.934549188115533,16.190911723146325,0.6240900876357907,-23.79905466611861,39.66815304234967,no 2013 control
gasoline,net_imports_kt,post_stress,first month,2023-01-01,0.0,48.394038564929566,24.385516327444815,0.04719564616329797,0.5993048187242778,96.18877231113485,no 2013 control
gasoline,net_imports_kt,post_stress,last month,2024-12-01,23.0,21.05348647076054,15.848767468231406,0.18404633767588008,-10.009526966323072,52.11649990784415,no 2013 control
gasoline,net_imports_kt,matosinhos_transition,first month,2021-05-01,0.0,2.4731381863674047,21.278985709628664,0.9074746681181847,-39.232907432047256,44.17918380478207,2013 held constant
gasoline,net_imports_kt,matosinhos_transition,last month,2022-02-01,9.0,49.73631130784175,30.071055031088502,0.0981357137457482,-9.201873530213703,108.67449614589721,2013 held constant
gasoline,net_imports_kt,energy_stress_2022,first month,2022-03-01,0.0,55.6321718421287,19.05394911736212,0.003503474533430999,18.287117808840193,92.9772258754172,2013 held constant
gasoline,net_imports_kt,energy_stress_2022,last month,2022-12-01,9.0,5.893461371485003,22.453354585220552,0.7929546690043443,-38.11430494765456,49.901227690624566,2013 held constant
gasoline,net_imports_kt,post_stress,first month,2023-01-01,0.0,44.72123903281671,28.63275430569601,0.11831368733194693,-11.39792818453163,100.84040625016505,2013 held constant
gasoline,net_imports_kt,post_stress,last month,2024-12-01,23.0,15.626206402946828,26.119502129526595,0.5496676610351099,-35.56707706504255,66.8194898709362,2013 held constant
gasoline,net_import_to_demand_ratio,matosinhos_transition,first month,2021-05-01,0.0,0.17712686466032315,0.2037097408706589,0.38457036675238576,-0.22213689074615536,0.5763906200668016,no 2013 control
gasoline,net_import_to_demand_ratio,matosinhos_transition,last month,2022-02-01,9.0,0.7390158059370032,0.34638592362990267,0.032883391495907244,0.060111870870752315,1.4179197410032542,no 2013 control
gasoline,net_import_to_demand_ratio,energy_stress_2022,first month,2022-03-01,0.0,0.8711113126750069,0.16821575735301175,2.2363422635704967e-07,0.541414486630975,1.2008081387190388,no 2013 control
gasoline,net_import_to_demand_ratio,energy_stress_2022,last month,2022-12-01,9.0,0.40516823676484687,0.18125624582488628,0.025395433954169003,0.04991252297513121,0.7604239505545625,no 2013 control
gasoline,net_import_to_demand_ratio,post_stress,first month,2023-01-01,0.0,0.8615837605304554,0.24170010039562126,0.00036429895696190684,0.3878602686953224,1.3353072523655882,no 2013 control
gasoline,net_import_to_demand_ratio,post_stress,last month,2024-12-01,23.0,0.7287781200955604,0.16410780304830325,8.960428263359894e-06,0.40713273653889354,1.0504235036522274,no 2013 control
gasoline,net_import_to_demand_ratio,matosinhos_transition,first month,2021-05-01,0.0,0.20903640284786762,0.2415024454255518,0.3867279868527074,-0.26429969236456385,0.6823724980602991,2013 held constant
gasoline,net_import_to_demand_ratio,matosinhos_transition,last month,2022-02-01,9.0,0.7603268654373437,0.37577481320095135,0.04303628097823186,0.023821765266212602,1.4968319656084748,2013 held constant
gasoline,net_import_to_demand_ratio,energy_stress_2022,first month,2022-03-01,0.0,0.8843555788396671,0.2054806674587478,1.678641565009728e-05,0.48162087110126994,1.2870902865780642,2013 held constant
gasoline,net_import_to_demand_ratio,energy_stress_2022,last month,2022-12-01,9.0,0.4321671565771251,0.25219737080185656,0.0866009441548795,-0.06213060719020713,0.9264649203444574,2013 held constant
gasoline,net_import_to_demand_ratio,post_stress,first month,2023-01-01,0.0,0.8690345810588516,0.2911071071266538,0.0028332408483414235,0.2984751354469669,1.4395940266707363,2013 held constant
gasoline,net_import_to_demand_ratio,post_stress,last month,2024-12-01,23.0,0.7324011122951122,0.2818389871734429,0.00935909241096361,0.18000684799591782,1.2847953765943065,2013 held constant
