product,outcome,phase,at,date,months_into_phase,contrast,std_error,p_value,ci_low,ci_high,specification
diesel,imports_kt,matosinhos_transition,first month,2021-05-01,0.0,40.342245637539946,23.1507213009376,0.08140502997348792,-5.032334328422017,85.71682560350192,no 2013 control
diesel,imports_kt,matosinhos_transition,last month,2022-02-01,9.0,69.75917993058394,42.22944634150688,0.09855321195557928,-13.00901398583629,152.52737384700418,no 2013 control
diesel,imports_kt,energy_stress_2022,first month,2022-03-01,0.0,25.429709958795314,10.493580653889577,0.01537773432276667,4.862669808305473,45.99675010928516,no 2013 control
diesel,imports_kt,energy_stress_2022,last month,2022-12-01,9.0,40.08739519140488,16.121624824297026,0.012898464257845623,8.489591163515833,71.68519921929393,no 2013 control
diesel,imports_kt,post_stress,first month,2023-01-01,0.0,56.73804693398323,15.392568217085978,0.0002277458827515173,26.5691675989188,86.90692626904766,no 2013 control
diesel,imports_kt,post_stress,last month,2024-12-01,23.0,19.579829457697052,10.46694449423038,0.0613957330434841,-0.9350047791743066,40.09466369456841,no 2013 control
diesel,imports_kt,matosinhos_transition,first month,2021-05-01,0.0,33.80278562664462,23.731774434662395,0.15433990490932162,-12.710637554522073,80.31620880781131,2013 held constant
diesel,imports_kt,matosinhos_transition,last month,2022-02-01,9.0,60.59699211747362,43.02461055689226,0.15900488251673128,-23.72969502289702,144.92367925784424,2013 held constant
diesel,imports_kt,energy_stress_2022,first month,2022-03-01,0.0,15.084379023979116,11.463033539440614,0.18820253714633273,-7.382753866899188,37.55151191485742,2013 held constant
diesel,imports_kt,energy_stress_2022,last month,2022-12-01,9.0,29.391854624749165,16.968565938920218,0.08324944842180408,-3.8659234848275474,62.64963273432588,2013 held constant
diesel,imports_kt,post_stress,first month,2023-01-01,0.0,43.80802620494485,16.57710697135317,0.00822521875983961,11.31749357322478,76.29855883666492,2013 held constant
diesel,imports_kt,post_stress,last month,2024-12-01,23.0,1.6074892321638359,13.060589470303324,0.9020442408464084,-23.990795746493742,27.205774210821414,2013 held constant
diesel,exports_kt,matosinhos_transition,first month,2021-05-01,0.0,-39.7852597187012,19.867500570258322,0.04522779343143116,-78.72484529923649,-0.8456741381659043,no 2013 control
diesel,exports_kt,matosinhos_transition,last month,2022-02-01,9.0,-152.6949399459735,20.69149207597932,1.5876550623722636e-13,-193.24951920128888,-112.1403606906581,no 2013 control
diesel,exports_kt,energy_stress_2022,first month,2022-03-01,0.0,-125.18766981600223,21.47520470787489,5.562528894245258e-09,-167.27829760406203,-83.09704202794242,no 2013 control
diesel,exports_kt,energy_stress_2022,last month,2022-12-01,9.0,-149.65415297331796,21.885503217659945,8.027869593711902e-12,-192.54895106346692,-106.75935488316901,no 2013 control
diesel,exports_kt,post_stress,first month,2023-01-01,0.0,-147.6646046704058,20.162325557697557,2.410668241147026e-13,-187.18203660806446,-108.14717273274712,no 2013 control
diesel,exports_kt,post_stress,last month,2024-12-01,23.0,-126.49144921050946,26.810910382969812,2.382804230275853e-06,-179.0398679538613,-73.94303046715764,no 2013 control
diesel,exports_kt,matosinhos_transition,first month,2021-05-01,0.0,-0.2422491695341007,24.558954872161756,0.9921298060573239,-48.376916216915625,47.89241787784743,2013 held constant
diesel,exports_kt,matosinhos_transition,last month,2022-02-01,9.0,-102.96158658601534,27.116092328937388,0.00014641893862405952,-156.10815095219544,-49.81502221983523,2013 held constant
diesel,exports_kt,energy_stress_2022,first month,2022-03-01,0.0,-71.65345179461093,27.29275469447555,0.008655604263018956,-125.1462680346695,-18.160635554552364,2013 held constant
diesel,exports_kt,energy_stress_2022,last month,2022-12-01,9.0,-91.08360360568639,30.346624265959218,0.0026870506642136817,-150.56189421933573,-31.60531299203707,2013 held constant
diesel,exports_kt,post_stress,first month,2023-01-01,0.0,-82.96083037797904,29.882004625026138,0.0054984727740891165,-141.5284832288896,-24.39317752706848,2013 held constant
diesel,exports_kt,post_stress,last month,2024-12-01,23.0,-38.18664351688934,40.507367566939486,0.3458299764661952,-117.5796250566166,41.20633802283793,2013 held constant
diesel,demand_kt,matosinhos_transition,first month,2021-05-01,0.0,11.473318456006051,11.152044321501613,0.30356965207152276,-10.384286768131535,33.33092368014364,no 2013 control
diesel,demand_kt,matosinhos_transition,last month,2022-02-01,9.0,41.72511442919482,17.32297292473611,0.01601130140593096,7.7727113915495565,75.67751746684007,no 2013 control
diesel,demand_kt,energy_stress_2022,first month,2022-03-01,0.0,37.05125064147551,16.091324228854333,0.02130357297350324,5.5128346893642615,68.58966659358677,no 2013 control
diesel,demand_kt,energy_stress_2022,last month,2022-12-01,9.0,41.72310380346166,15.005815784128146,0.005428157611151876,12.312245307927824,71.1339622989955,no 2013 control
diesel,demand_kt,post_stress,first month,2023-01-01,0.0,56.2489920539972,11.449851677405443,8.985846866682712e-07,33.807695137957005,78.69028897003739,no 2013 control
diesel,demand_kt,post_stress,last month,2024-12-01,23.0,29.28724347966258,12.179787620352723,0.016191171932453393,5.415298404424433,53.15918855490072,no 2013 control
diesel,demand_kt,matosinhos_transition,first month,2021-05-01,0.0,-5.132155071446387,16.277246276121907,0.7525367151766519,-37.03497154013404,26.770661397241263,2013 held constant
diesel,demand_kt,matosinhos_transition,last month,2022-02-01,9.0,21.83576710013163,22.06243284203982,0.32230798125732896,-21.40580668160008,65.07734088186334,2013 held constant
diesel,demand_kt,energy_stress_2022,first month,2022-03-01,0.0,16.15461851605548,21.922953893999974,0.46119443283320727,-26.813581550916602,59.12281858302756,2013 held constant
diesel,demand_kt,energy_stress_2022,last month,2022-12-01,9.0,18.19904798234815,21.039659738981243,0.38704551126471665,-23.037927353032476,59.43602331772878,2013 held constant
diesel,demand_kt,post_stress,first month,2023-01-01,0.0,31.444951219247187,20.002164436877532,0.115932595612754,-7.7585706898806635,70.64847312837503,2013 held constant
diesel,demand_kt,post_stress,last month,2024-12-01,23.0,-4.218029366360675,23.732306980628763,0.8589321629211384,-50.73249631844156,42.29643758572021,2013 held constant
diesel,refinery_output_kt,matosinhos_transition,first month,2021-05-01,0.0,-102.88822776311535,36.529170950478964,0.004853424906441584,-174.4840872111609,-31.292368315069808,no 2013 control
diesel,refinery_output_kt,matosinhos_transition,last month,2022-02-01,9.0,-139.21665979564625,45.25152139130655,0.0020944080327930303,-227.90801196825092,-50.525307623041584,no 2013 control
diesel,refinery_output_kt,energy_stress_2022,first month,2022-03-01,0.0,-148.24633413710598,23.412769976097437,2.4222641793897774e-10,-194.13452006857764,-102.35814820563431,no 2013 control
diesel,refinery_output_kt,energy_stress_2022,last month,2022-12-01,9.0,-101.83281451223729,27.42164578086612,0.00020433783505246573,-155.57825263954962,-48.08737638492497,no 2013 control
diesel,refinery_output_kt,post_stress,first month,2023-01-01,0.0,-168.45235613410821,25.619592521320985,4.860806693957433e-11,-218.66583477448907,-118.23887749372736,no 2013 control
diesel,refinery_output_kt,post_stress,last month,2024-12-01,23.0,-105.83379890297476,27.996534502042046,0.00015667322703350319,-160.7059982189102,-50.96159958703934,no 2013 control
diesel,refinery_output_kt,matosinhos_transition,first month,2021-05-01,0.0,-70.52177523236357,40.77464857094456,0.08371078571499185,-150.4386179136925,9.39506744896535,2013 held constant
diesel,refinery_output_kt,matosinhos_transition,last month,2022-02-01,9.0,-96.41840309572254,49.60591334687833,0.0519331240480677,-193.64420667581885,0.8074004843737583,2013 held constant
diesel,refinery_output_kt,energy_stress_2022,first month,2022-03-01,0.0,-101.10016380592495,28.209306917557885,0.00033846363493002734,-156.389389393175,-45.810938218674885,2013 held constant
diesel,refinery_output_kt,energy_stress_2022,last month,2022-12-01,9.0,-51.64085738008631,34.51088742258739,0.13455876640178638,-119.28095380287391,15.999239042701298,2013 held constant
diesel,refinery_output_kt,post_stress,first month,2023-01-01,0.0,-110.51888894253409,34.2288313739356,0.0012430015475867122,-177.6061656683425,-43.43161221672567,2013 held constant
diesel,refinery_output_kt,post_stress,last month,2024-12-01,23.0,-26.04166491052962,42.04493396336016,0.5356680317466176,-108.44822121108044,56.3648913900212,2013 held constant
diesel,net_imports_kt,matosinhos_transition,first month,2021-05-01,0.0,80.12750535624117,31.95099327934582,0.012147675204938854,17.50470925844205,142.7503014540403,no 2013 control
diesel,net_imports_kt,matosinhos_transition,last month,2022-02-01,9.0,222.45411987655746,51.65238353117239,1.656675223929756e-05,121.21730843980976,323.69093131330516,no 2013 control
diesel,net_imports_kt,energy_stress_2022,first month,2022-03-01,0.0,150.61737977479754,21.69892154287767,3.88678418471241e-12,108.088275047397,193.14648450219806,no 2013 control
diesel,net_imports_kt,energy_stress_2022,last month,2022-12-01,9.0,189.74154816472284,25.582230492222234,1.198685424552916e-13,139.60129775576488,239.8817985736808,no 2013 control
diesel,net_imports_kt,post_stress,first month,2023-01-01,0.0,204.402651604389,27.405506652655752,8.754500472304318e-14,150.68884558711088,258.1164576216671,no 2013 control
diesel,net_imports_kt,post_stress,last month,2024-12-01,23.0,146.0712786682065,29.87017682684043,1.0073117731417617e-06,87.52680787575633,204.61574946065667,no 2013 control
diesel,net_imports_kt,matosinhos_transition,first month,2021-05-01,0.0,34.04503479617871,35.817029366671775,0.3418448062276531,-36.15505279571143,104.24512238806885,2013 held constant
diesel,net_imports_kt,matosinhos_transition,last month,2022-02-01,9.0,163.55857870348893,57.15094831687518,0.004211497444685213,51.54477832010356,275.5723790868743,2013 held constant
diesel,net_imports_kt,energy_stress_2022,first month,2022-03-01,0.0,86.73783081859003,28.503566364183023,0.0023419196491270104,30.871867313844007,142.60379432333605,2013 held constant
diesel,net_imports_kt,energy_stress_2022,last month,2022-12-01,9.0,120.47545823043556,34.89340335269081,0.0005550645724890522,52.085644361132395,188.86527209973872,2013 held constant
diesel,net_imports_kt,post_stress,first month,2023-01-01,0.0,126.76885658292389,37.39565333013501,0.000699090440100656,53.474722877513926,200.06299028833385,2013 held constant
diesel,net_imports_kt,post_stress,last month,2024-12-01,23.0,39.79413274905315,45.689961136702586,0.38377594384214386,-49.75654553391867,129.34481103202495,2013 held constant
diesel,net_import_to_demand_ratio,matosinhos_transition,first month,2021-05-01,0.0,0.19233810474436366,0.0711351027102733,0.006854279584233495,0.05291586539567039,0.33176034409305694,no 2013 control
diesel,net_import_to_demand_ratio,matosinhos_transition,last month,2022-02-01,9.0,0.535991182355393,0.11140067986654278,1.4989051315214132e-06,0.3176498619636928,0.7543325027470932,no 2013 control
diesel,net_import_to_demand_ratio,energy_stress_2022,first month,2022-03-01,0.0,0.36579164845325673,0.05507839895008199,3.109484623258818e-11,0.2578399701849673,0.4737433267215462,no 2013 control
diesel,net_import_to_demand_ratio,energy_stress_2022,last month,2022-12-01,9.0,0.45396848518798094,0.061820115506285515,2.0826901425470768e-13,0.3328032852755552,0.5751336851004066,no 2013 control
diesel,net_import_to_demand_ratio,post_stress,first month,2023-01-01,0.0,0.49510298053410917,0.06714012432515593,1.6536670046748467e-13,0.363510754939262,0.6266952061289564,no 2013 control
diesel,net_import_to_demand_ratio,post_stress,last month,2024-12-01,23.0,0.36328744183265715,0.07285760013969665,6.155708564940474e-07,0.2204891695588313,0.506085714106483,no 2013 control
diesel,net_import_to_demand_ratio,matosinhos_transition,first month,2021-05-01,0.0,0.08783564971238186,0.08589605600386412,0.3065061352132121,-0.08051752646922727,0.256188825893991,2013 held constant
diesel,net_import_to_demand_ratio,matosinhos_transition,last month,2022-02-01,9.0,0.40171929246790683,0.13114542081419525,0.0021901356577475797,0.14467899093473457,0.6587595940010791,2013 held constant
diesel,net_import_to_demand_ratio,energy_stress_2022,first month,2022-03-01,0.0,0.21979568055216614,0.07892966028541101,0.005357673313455418,0.06509638908077911,0.3744949720235532,2013 held constant
diesel,net_import_to_demand_ratio,energy_stress_2022,last month,2022-12-01,9.0,0.29612435387165403,0.09341722485191199,0.0015248526944641936,0.11302995762622645,0.4792187501170816,2013 held constant
diesel,net_import_to_demand_ratio,post_stress,first month,2023-01-01,0.0,0.3173553157650708,0.10026383339701617,0.0015497516135878312,0.12084181335499486,0.5138688181751467,2013 held constant
diesel,net_import_to_demand_ratio,post_stress,last month,2024-12-01,23.0,0.11971814686313534,0.12217269965059917,0.32713096353070004,-0.11973594434606827,0.35917223807233895,2013 held constant
gasoline,imports_kt,matosinhos_transition,first month,2021-05-01,0.0,11.3773221680069,4.206228128586497,0.00683300544884456,3.1332665252180547,19.621377810795746,no 2013 control
gasoline,imports_kt,matosinhos_transition,last month,2022-02-01,9.0,-1.4643019315004722,3.790877438506727,0.6992967741289859,-8.89428518077911,5.9656813177781665,no 2013 control
gasoline,imports_kt,energy_stress_2022,first month,2022-03-01,0.0,3.4374336065513837,2.892798089928661,0.23472590663016102,-2.232346464255052,9.10721367735782,no 2013 control
gasoline,imports_kt,energy_stress_2022,last month,2022-12-01,9.0,4.845633038612027,3.2079227071749066,0.13091066036480561,-1.4417799326390197,11.133046009863072,no 2013 control
gasoline,imports_kt,post_stress,first month,2023-01-01,0.0,10.019610919394374,3.769330910452789,0.00785607731228037,2.6318580890933365,17.407363749695413,no 2013 control
gasoline,imports_kt,post_stress,last month,2024-12-01,23.0,9.649883364754297,3.343283809870026,0.0038973990619715145,3.0971675073131877,16.202599222195406,no 2013 control
gasoline,imports_kt,matosinhos_transition,first month,2021-05-01,0.0,10.47657698542305,4.316462491852595,0.01521917682658399,2.0164659607739477,18.936688010072153,2013 held constant
gasoline,imports_kt,matosinhos_transition,last month,2022-02-01,9.0,-2.7783951614006828,4.016325658915437,0.4890784075786153,-10.650248803059041,5.0934584802576754,2013 held constant
gasoline,imports_kt,energy_stress_2022,first month,2022-03-01,0.0,1.9295583726826726,3.0620317078845574,0.5285923699799797,-4.071913494290731,7.931030239656076,2013 held constant
gasoline,imports_kt,energy_stress_2022,last month,2022-12-01,9.0,3.316340892973407,3.511569583457935,0.34496316080727585,-3.5662090198104655,10.19889080575728,2013 held constant
gasoline,imports_kt,post_stress,first month,2023-01-01,0.0,8.11473907089157,4.064127935568844,0.04586059523285317,0.14919468861351515,16.080283453169624,2013 held constant
gasoline,imports_kt,post_stress,last month,2024-12-01,23.0,6.987176212445127,3.9005739548741367,0.07324195536246739,-0.6578082581431426,14.632160683033398,2013 held constant
gasoline,exports_kt,matosinhos_transition,first month,2021-05-01,0.0,8.393214151482116,15.888363958627338,0.5973177106929858,-22.747406980691707,39.53383528365594,no 2013 control
gasoline,exports_kt,matosinhos_transition,last month,2022-02-01,9.0,-53.03603707633415,23.95203126259966,0.026810863146731055,-99.98115570760692,-6.090918445061384,no 2013 control
gasoline,exports_kt,energy_stress_2022,first month,2022-03-01,0.0,-54.784861594449524,16.18820608616249,0.0007137418564265996,-86.51316249764011,-23.056560691258934,no 2013 control
gasoline,exports_kt,energy_stress_2022,last month,2022-12-01,9.0,-3.088916149503497,16.29568144073037,0.8496584174537182,-35.0278648768728,28.850032577865807,no 2013 control
gasoline,exports_kt,post_stress,first month,2023-01-01,0.0,-38.37442764553516,21.659385657313987,0.07644058113677311,-80.82604346113398,4.077188170063664,no 2013 control
gasoline,exports_kt,post_stress,last month,2024-12-01,23.0,-11.40360310600622,14.221619615230875,0.4226398368695147,-39.27746535368712,16.470259141674678,no 2013 control
gasoline,exports_kt,matosinhos_transition,first month,2021-05-01,0.0,8.003438799055672,19.51160552274645,0.6816675785686861,-30.23860530608018,46.245482904191526,2013 held constant
gasoline,exports_kt,matosinhos_transition,last month,2022-02-01,9.0,-52.514706469242405,27.028841543058235,0.05202658661626739,-105.49026243747656,0.460849498991756,2013 held constant
gasoline,exports_kt,energy_stress_2022,first month,2022-03-01,0.0,-53.70261346944602,19.872913220183893,0.006886118114517838,-92.65280764889636,-14.752419289995679,2013 held constant
gasoline,exports_kt,energy_stress_2022,last month,2022-12-01,9.0,-2.5771204785115955,22.246322240725068,0.9077755539409799,-46.179110858805124,41.02486990178193,2013 held constant
gasoline,exports_kt,post_stress,first month,2023-01-01,0.0,-36.60649996192516,26.190721224512302,0.16220628386729774,-87.93937029109806,14.726370367247739,2013 held constant
gasoline,exports_kt,post_stress,last month,2024-12-01,23.0,-8.639030190501728,24.72533518634262,0.7267890917205353,-57.09979666141421,39.821736280410754,2013 held constant
gasoline,demand_kt,matosinhos_transition,first month,2021-05-01,0.0,22.946030198917043,3.2842119358501343,2.8128877159807563e-12,16.50909308705421,29.382967310779875,no 2013 control
gasoline,demand_kt,matosinhos_transition,last month,2022-02-01,9.0,30.242731409715894,3.8971304844403374,8.475791950308532e-15,22.6044960171597,37.88096680227209,no 2013 control
gasoline,demand_kt,energy_stress_2022,first month,2022-03-01,0.0,32.22986858960979,3.493703310298794,2.8321610334253273e-20,25.382335928755786,39.07740125046379,no 2013 control
gasoline,demand_kt,energy_stress_2022,last month,2022-12-01,9.0,43.15963225349267,4.057973014527083,2.0316275005085943e-26,35.20615129478415,51.113113212201185,no 2013 control
gasoline,demand_kt,post_stress,first month,2023-01-01,0.0,42.79406340565404,3.2629069992813116,2.690507541511336e-39,36.39888320215901,49.189243609149074,no 2013 control
gasoline,demand_kt,post_stress,last month,2024-12-01,23.0,64.03054097467015,3.90919750433813,2.6811647215581664e-60,56.36865465771355,71.69242729162674,no 2013 control
gasoline,demand_kt,matosinhos_transition,first month,2021-05-01,0.0,8.109808407425042,3.2690669350562165,0.013109834645828388,1.7025549516641183,14.517061863185965,2013 held constant
gasoline,demand_kt,matosinhos_transition,last month,2022-02-01,9.0,13.531721145925811,4.127919624941051,0.0010450945724109339,5.441147349965263,21.62229494188636,2013 held constant
gasoline,demand_kt,energy_stress_2022,first month,2022-03-01,0.0,15.245465101031005,4.191563156168814,0.00027564048182771885,7.030152276015091,23.46077792604692,2013 held constant
gasoline,demand_kt,energy_stress_2022,last month,2022-12-01,9.0,23.282405560345087,4.221014266618631,3.471337509421436e-08,15.00936961954282,31.555441501147353,2013 held constant
gasoline,demand_kt,post_stress,first month,2023-01-01,0.0,23.15183365120363,4.236896184490805,4.646369667007715e-08,14.847669723366481,31.455997579040783,2013 held constant
