product,specification,short_run_elasticity_pre,short_run_elasticity_post,half_life_pre_weeks,half_life_post_weeks,long_run_break,cointegrating_slope,long_run_level_shift,long_run_slope_shift,pre_adjustment_speed,adjustment_interaction,post_adjustment_speed,interaction_p_value,interaction_ci_low,interaction_ci_high,speed_ratio,nobs
diesel,fixed long-run vector,0.7128851632543547,1.3753031429941776,4.542447516404447,0.7574730641052194,,0.9701817627581374,,,-0.14152122927799457,-0.45799351271795063,-0.5995147419959452,5.883217832547759e-08,-0.6235410389511384,-0.29244598648476283,4.236217739589441,993.0
diesel,long-run vector shifts at the estimated date,0.7019055075569628,1.3743414764987514,2.998713533418816,0.7323943778115618,2013-08-19,1.0325358315856152,0.4576862797196159,-0.07503713567326989,-0.20637814288008982,-0.40549090138577837,-0.6118690442658682,2.767504592231338e-06,-0.5750420735965501,-0.2359397291750066,2.9647957662908975,993.0
gasoline,fixed long-run vector,0.7891281882416709,1.0737597785704316,7.254052869771599,1.5114900146530597,,0.9778682445804485,,,-0.09112989327402365,-0.27669278516394874,-0.3678226784379724,0.0012756711163128633,-0.4450383259568122,-0.10834724437108528,4.03624612323363,993.0
gasoline,long-run vector shifts at the estimated date,0.7756787499386439,1.0717744576145805,4.217145561892168,1.672226286401634,2013-03-25,0.989544552221548,-0.334317459476805,0.044364431042181726,-0.1515669177974603,-0.1877662565970226,-0.33933317439448285,0.06643192475759425,-0.38826502388392303,0.012732510689877824,2.2388340366460158,993.0
