date,country,product,price_with_tax_eur_per_1000l,price_without_tax_eur_per_1000l
2005-01-03,BE,diesel,891.0,403.45
2005-01-10,BE,diesel,853.0,372.05
2005-01-17,BE,diesel,853.67,372.6
2005-01-24,BE,diesel,855.0,373.7
2005-01-31,BE,diesel,871.33,387.2
2005-02-07,BE,diesel,863.0,372.81
2005-02-14,BE,diesel,861.0,371.16
2005-02-21,BE,diesel,875.0,382.73
2005-02-28,BE,diesel,902.67,405.6
2005-03-07,BE,diesel,898.67,402.29
2005-03-14,BE,diesel,917.67,417.99
2005-03-21,BE,diesel,928.0,426.53
2005-04-04,BE,diesel,960.0,452.98
2005-04-11,BE,diesel,986.0,474.47
2005-04-18,BE,diesel,972.67,453.15
2005-04-25,BE,diesel,967.0,440.56
2005-05-02,BE,diesel,986.0,456.27
2005-05-09,BE,diesel,984.33,454.89
2005-05-16,BE,diesel,984.33,454.89
2005-05-23,BE,diesel,947.0,414.74
2005-05-30,BE,diesel,950.67,417.77
2005-06-06,BE,diesel,1016.0,471.76
2005-06-13,BE,diesel,1022.67,477.27
2005-06-20,BE,diesel,1022.0,476.72
2005-06-27,BE,diesel,1047.33,497.66
2005-07-04,BE,diesel,1039.67,491.32
2005-07-11,BE,diesel,1072.0,520.64
2005-07-18,BE,diesel,1047.5,500.39
2005-07-25,BE,diesel,1034.38,489.55
2005-08-01,BE,diesel,1010.8,470.06
2005-08-08,BE,diesel,1018.6,476.51
2005-08-15,BE,diesel,1018.6,476.51
2005-08-22,BE,diesel,1076.87,529.86
2005-08-29,BE,diesel,1085.63,537.11
2005-09-05,BE,diesel,1108.53,563.83
2005-09-12,BE,diesel,1075.67,536.67
2005-09-19,BE,diesel,1049.0,516.93
2005-09-26,BE,diesel,1085.0,552.29
2005-10-03,BE,diesel,1100.0,564.68
2005-10-10,BE,diesel,1112.67,578.25
2005-10-17,BE,diesel,1116.9,581.75
2005-10-24,BE,diesel,1081.37,552.38
2005-11-07,BE,diesel,1054.47,530.15
2005-11-14,BE,diesel,1036.83,515.58
2005-11-21,BE,diesel,992.27,478.75
2005-11-28,BE,diesel,994.43,480.54
2005-12-05,BE,diesel,984.43,472.27
2005-12-12,BE,diesel,997.8,483.32
2005-12-19,BE,diesel,994.27,480.4
2006-01-09,BE,diesel,1021.43,502.85
2006-01-16,BE,diesel,1029.13,509.21
2006-01-23,BE,diesel,1018.37,500.32
2006-01-30,BE,diesel,1027.13,507.56
2006-02-06,BE,diesel,1020.37,501.97
2006-02-13,BE,diesel,1015.25,497.74
2006-02-20,BE,diesel,1003.77,488.25
2006-02-27,BE,diesel,993.27,479.57
2006-03-06,BE,diesel,999.7,484.89
2006-03-13,BE,diesel,1030.3,510.18
2006-03-20,BE,diesel,990.17,477.01
2006-03-27,BE,diesel,1013.4,496.21
2006-04-03,BE,diesel,1051.13,527.4
2006-04-10,BE,diesel,1060.37,535.93
2006-04-24,BE,diesel,1063.8,542.56
2006-05-01,BE,diesel,1063.8,546.76
2006-05-08,BE,diesel,1038.13,525.55
2006-05-15,BE,diesel,1056.03,541.55
2006-05-22,BE,diesel,1063.0,547.3
2006-05-29,BE,diesel,1040.67,528.85
2006-06-05,BE,diesel,1040.67,530.55
2006-06-12,BE,diesel,1074.9,558.84
2006-06-19,BE,diesel,1042.3,531.9
2006-06-26,BE,diesel,1028.08,520.14
2006-07-03,BE,diesel,1054.03,544.39
2006-07-10,BE,diesel,1051.0,541.89
2006-07-17,BE,diesel,1066.67,554.83
2006-07-24,BE,diesel,1081.63,570.2
2006-07-31,BE,diesel,1052.37,546.02
2006-08-07,BE,diesel,1036.13,532.6
2006-08-14,BE,diesel,1036.13,532.6
2006-08-21,BE,diesel,1035.82,532.34
2006-08-28,BE,diesel,1061.93,559.62
2006-09-04,BE,diesel,1047.3,547.53
2006-09-11,BE,diesel,1024.1,528.35
2006-09-18,BE,diesel,991.0,501.0
2006-09-25,BE,diesel,997.67,506.51
2006-10-02,BE,diesel,981.9,493.48
2006-10-09,BE,diesel,966.97,481.14
2006-10-16,BE,diesel,983.13,494.5
2006-10-23,BE,diesel,996.13,505.24
2006-10-30,BE,diesel,993.57,503.12
2006-11-06,BE,diesel,984.53,485.47
2006-11-13,BE,diesel,945.0,452.79
2006-11-20,BE,diesel,974.0,476.76
2006-11-27,BE,diesel,992.0,491.64
2006-12-04,BE,diesel,972.0,475.11
2006-12-11,BE,diesel,978.0,480.07
2006-12-18,BE,diesel,982.75,483.99
2007-01-08,BE,diesel,946.27,453.84
2007-01-15,BE,diesel,927.1,438.0
2007-01-22,BE,diesel,918.37,430.78
2007-01-29,BE,diesel,915.47,428.39
2007-02-05,BE,diesel,929.83,440.26
2007-02-12,BE,diesel,952.93,459.35
2007-02-19,BE,diesel,937.5,446.59
2007-02-26,BE,diesel,944.5,452.38
2007-03-05,BE,diesel,973.17,473.16
2007-03-12,BE,diesel,985.4,483.27
2007-03-19,BE,diesel,965.13,466.52
2007-03-26,BE,diesel,963.7,465.33
2007-04-02,BE,diesel,987.23,484.78
2007-04-16,BE,diesel,1002.73,497.59
2007-04-23,BE,diesel,994.23,490.57
2007-04-30,BE,diesel,994.23,490.57
2007-05-07,BE,diesel,990.04,487.1
2007-05-14,BE,diesel,995.25,491.41
2007-05-21,BE,diesel,1000.58,495.81
2007-05-28,BE,diesel,1000.58,495.81
2007-06-04,BE,diesel,1003.0,497.81
2007-06-11,BE,diesel,985.6,483.43
2007-06-18,BE,diesel,1013.65,506.61
2007-06-25,BE,diesel,1032.14,521.89
2007-07-02,BE,diesel,1040.62,528.9
2007-07-09,BE,diesel,1022.92,514.28
2007-07-16,BE,diesel,1036.58,525.56
2007-07-23,BE,diesel,1036.32,525.35
2007-07-30,BE,diesel,1016.86,509.27
2007-08-06,BE,diesel,1039.18,527.71
2007-08-13,BE,diesel,1026.4,517.15
2007-08-20,BE,diesel,1026.13,516.93
2007-08-27,BE,diesel,1017.7,509.96
2007-09-03,BE,diesel,1014.4,507.23
2007-09-10,BE,diesel,1048.13,535.11
2007-09-17,BE,diesel,1073.7,556.24
2007-09-24,BE,diesel,1080.23,561.64
2007-10-01,BE,diesel,1088.3,566.02
2007-10-08,BE,diesel,1072.83,553.23
2007-10-15,BE,diesel,1071.83,552.41
2007-10-22,BE,diesel,1110.93,584.72
2007-10-29,BE,diesel,1100.97,576.49
2007-11-05,BE,diesel,1104.67,579.54
2007-11-12,BE,diesel,1174.23,637.04
2007-11-19,BE,diesel,1203.4,661.14
2007-11-26,BE,diesel,1209.6,666.27
2007-12-03,BE,diesel,1213.53,669.52
2007-12-10,BE,diesel,1090.38,583.24
2007-12-17,BE,diesel,1082.13,576.43
2008-01-07,BE,diesel,1111.37,600.59
2008-01-14,BE,diesel,1079.8,574.15
2008-01-21,BE,diesel,1095.27,587.28
2008-01-28,BE,diesel,1082.5,576.73
2008-02-04,BE,diesel,1083.17,577.28
2008-02-11,BE,diesel,1096.07,587.95
2008-02-18,BE,diesel,1127.7,614.09
2008-02-25,BE,diesel,1157.57,638.77
2008-03-03,BE,diesel,1154.53,636.27
2008-03-10,BE,diesel,1192.83,667.92
2008-03-17,BE,diesel,1217.0,687.89
2008-03-31,BE,diesel,1177.0,654.83
2008-04-07,BE,diesel,1186.0,662.27
2008-04-14,BE,diesel,1201.33,674.94
2008-04-21,BE,diesel,1214.43,685.77
2008-04-28,BE,diesel,1249.13,714.45
2008-05-05,BE,diesel,1267.03,729.24
2008-05-12,BE,diesel,1267.03,729.24
2008-05-19,BE,diesel,1330.33,781.55
2008-05-26,BE,diesel,1361.43,807.26
2008-06-02,BE,diesel,1389.13,830.15
2008-06-09,BE,diesel,1370.37,814.64
2008-06-16,BE,diesel,1379.8,822.44
2008-06-23,BE,diesel,1347.27,795.55
2008-06-30,BE,diesel,1379.43,822.13
2008-07-07,BE,diesel,1390.47,831.25
2008-07-14,BE,diesel,1392.17,832.66
2008-07-21,BE,diesel,1392.17,832.66
2008-07-28,BE,diesel,1356.07,802.82
2008-08-04,BE,diesel,1317.03,770.56
2008-08-11,BE,diesel,1275.75,736.44
2008-08-18,BE,diesel,1247.27,712.9
2008-08-25,BE,diesel,1255.58,719.77
2008-09-01,BE,diesel,1219.52,689.97
2008-09-08,BE,diesel,1239.9,706.82
2008-09-15,BE,diesel,1219.98,690.35
2008-09-22,BE,diesel,1203.99,677.14
2008-09-29,BE,diesel,1210.28,682.34
2008-10-06,BE,diesel,1205.26,678.19
2008-10-13,BE,diesel,1207.24,679.83
2008-10-20,BE,diesel,1156.1,637.56
2008-10-27,BE,diesel,1105.4,595.66
2008-11-03,BE,diesel,1082.08,576.39
2008-11-10,BE,diesel,1082.08,576.39
2008-11-17,BE,diesel,1052.82,552.21
2008-11-24,BE,diesel,1045.3,545.99
2008-12-01,BE,diesel,1023.1,527.65
2008-12-08,BE,diesel,1011.81,518.32
2008-12-15,BE,diesel,965.0,479.63
2009-01-05,BE,diesel,896.16,422.74
2009-01-12,BE,diesel,922.63,430.51
2009-01-19,BE,diesel,908.73,419.03
2009-01-26,BE,diesel,894.35,398.44
2009-02-02,BE,diesel,911.67,412.76
2009-02-09,BE,diesel,937.53,434.13
2009-02-16,BE,diesel,933.7,425.16
2009-02-23,BE,diesel,930.2,415.87
2009-03-02,BE,diesel,906.9,396.61
2009-03-09,BE,diesel,924.2,410.91
2009-03-16,BE,diesel,923.6,410.42
2009-03-23,BE,diesel,922.0,409.09
2009-03-30,BE,diesel,930.0,415.71
2009-04-06,BE,diesel,959.0,439.67
2009-04-20,BE,diesel,942.0,425.62
2009-04-27,BE,diesel,927.0,413.23
2009-05-04,BE,diesel,913.0,401.66
2009-05-11,BE,diesel,944.0,427.28
2009-05-18,BE,diesel,954.0,435.54
2009-05-25,BE,diesel,938.0,422.32
2009-06-01,BE,diesel,938.0,422.32
2009-06-08,BE,diesel,970.0,448.76
2009-06-15,BE,diesel,960.0,440.5
2009-06-22,BE,diesel,980.0,457.03
2009-06-29,BE,diesel,980.0,457.03
2009-07-06,BE,diesel,957.0,438.02
2009-07-13,BE,diesel,922.6,409.59
2009-07-20,BE,diesel,922.6,409.59
2009-07-27,BE,diesel,965.0,444.63
2009-08-03,BE,diesel,977.0,454.55
2009-08-10,BE,diesel,973.0,451.24
2009-08-17,BE,diesel,1023.0,492.56
2009-08-24,BE,diesel,1011.0,482.65
2009-08-31,BE,diesel,1008.0,480.17
2009-09-07,BE,diesel,984.0,460.33
2009-09-14,BE,diesel,976.0,453.72
2009-09-21,BE,diesel,950.75,432.85
2009-09-28,BE,diesel,920.95,408.23
2009-10-05,BE,diesel,960.0,440.5
2009-10-12,BE,diesel,948.0,430.58
2009-10-19,BE,diesel,945.0,428.1
2009-10-26,BE,diesel,964.0,443.8
2009-11-02,BE,diesel,964.0,443.8
2009-11-09,BE,diesel,978.0,455.37
2009-11-16,BE,diesel,971.0,449.59
2009-11-23,BE,diesel,941.0,424.8
2009-11-30,BE,diesel,971.0,449.59
2009-12-07,BE,diesel,973.0,451.24
2009-12-14,BE,diesel,988.0,463.64
2009-12-21,BE,diesel,968.0,447.11
2010-01-04,BE,diesel,985.0,461.16
2010-01-11,BE,diesel,1034.0,501.66
2010-01-18,BE,diesel,1013.0,484.3
2010-01-25,BE,diesel,993.0,459.07
2010-02-01,BE,diesel,980.0,443.73
2010-02-08,BE,diesel,980.0,443.73
2010-02-15,BE,diesel,995.0,456.12
2010-02-22,BE,diesel,1040.0,493.31
2010-03-01,BE,diesel,1070.0,518.11
2010-03-08,BE,diesel,1040.0,493.31
2010-03-15,BE,diesel,1112.0,552.82
2010-03-22,BE,diesel,1097.0,540.42
2010-03-29,BE,diesel,1116.0,556.12
2010-04-12,BE,diesel,1164.0,595.79
2010-04-19,BE,diesel,1171.0,594.98
2010-04-26,BE,diesel,1149.0,576.8
2010-05-03,BE,diesel,1193.0,613.16
2010-05-10,BE,diesel,1193.0,613.16
2010-05-17,BE,diesel,1187.0,608.2
2010-05-24,BE,diesel,1187.0,603.6
2010-05-31,BE,diesel,1134.0,544.3
2010-06-07,BE,diesel,1195.0,594.71
2010-06-14,BE,diesel,1187.0,588.1
2010-06-21,BE,diesel,1205.0,602.98
2010-06-28,BE,diesel,1203.0,601.32
2010-07-05,BE,diesel,1196.0,595.54
2010-07-12,BE,diesel,1203.0,601.32
2010-07-19,BE,diesel,1203.0,601.32
2010-07-26,BE,diesel,1147.0,555.04
2010-08-02,BE,diesel,1164.0,569.09
2010-08-09,BE,diesel,1190.0,590.58
2010-08-16,BE,diesel,1170.0,574.05
2010-08-23,BE,diesel,1173.0,576.53
2010-08-30,BE,diesel,1176.0,579.01
2010-09-06,BE,diesel,1167.2,571.74
2010-09-13,BE,diesel,1152.6,559.67
2010-09-20,BE,diesel,1179.4,581.82
2010-09-27,BE,diesel,1163.8,568.93
2010-10-04,BE,diesel,1159.9,565.71
2010-10-11,BE,diesel,1185.9,587.19
2010-10-18,BE,diesel,1188.0,588.93
2010-10-25,BE,diesel,1176.2,579.18
2010-11-08,BE,diesel,1178.8,581.32
2010-11-15,BE,diesel,1178.8,581.32
2010-11-22,BE,diesel,1172.7,576.28
2010-11-29,BE,diesel,1205.6,603.47
2010-12-06,BE,diesel,1203.4,601.66
2010-12-13,BE,diesel,1220.5,615.79
2010-12-20,BE,diesel,1239.9,631.82
2011-01-03,BE,diesel,1246.8,637.52
2011-01-10,BE,diesel,1262.2,638.65
2011-01-17,BE,diesel,1320.3,686.67
2011-01-24,BE,diesel,1281.4,654.52
2011-01-31,BE,diesel,1291.0,656.25
2011-02-07,BE,diesel,1302.2,665.51
2011-02-14,BE,diesel,1318.4,678.9
2011-02-21,BE,diesel,1306.7,669.23
2011-02-28,BE,diesel,1340.9,697.49
2011-03-07,BE,diesel,1338.8,695.76
2011-03-14,BE,diesel,1419.4,762.37
2011-03-21,BE,diesel,1369.8,721.38
2011-03-28,BE,diesel,1372.8,723.86
2011-04-04,BE,diesel,1365.9,718.15
2011-04-11,BE,diesel,1379.2,729.14
2011-04-18,BE,diesel,1422.4,764.85
2011-05-02,BE,diesel,1403.1,743.1
2011-05-09,BE,diesel,1379.4,709.41
2011-05-16,BE,diesel,1357.1,688.68
2011-05-23,BE,diesel,1371.3,700.42
2011-05-30,BE,diesel,1332.5,668.35
2011-06-06,BE,diesel,1360.3,691.32
2011-06-13,BE,diesel,1360.3,691.32
2011-06-20,BE,diesel,1408.0,730.75
2011-06-27,BE,diesel,1387.5,713.8
2011-07-04,BE,diesel,1341.5,675.79
2011-07-11,BE,diesel,1350.7,683.39
2011-07-18,BE,diesel,1395.7,720.58
2011-07-25,BE,diesel,1407.6,730.42
2011-08-01,BE,diesel,1472.0,783.64
2011-08-08,BE,diesel,1389.0,715.04
2011-08-22,BE,diesel,1359.7,690.83
2011-08-29,BE,diesel,1365.2,695.37
2011-09-05,BE,diesel,1374.6,703.14
2011-09-12,BE,diesel,1361.6,692.4
2011-09-19,BE,diesel,1417.2,738.35
2011-09-26,BE,diesel,1381.8,709.09
2011-10-03,BE,diesel,1410.6,732.9
2011-10-10,BE,diesel,1372.5,701.41
2011-10-17,BE,diesel,1436.8,754.55
2011-10-24,BE,diesel,1443.1,759.75
2011-10-31,BE,diesel,1443.1,759.75
2011-11-07,BE,diesel,1411.0,733.23
2011-11-14,BE,diesel,1411.0,735.63
2011-11-21,BE,diesel,1472.7,789.42
2011-11-28,BE,diesel,1384.9,716.86
2011-12-05,BE,diesel,1429.5,753.71
2011-12-12,BE,diesel,1402.1,731.07
2011-12-19,BE,diesel,1427.3,751.9
2012-01-09,BE,diesel,1432.2,755.95
2012-01-16,BE,diesel,1498.4,810.66
2012-01-23,BE,diesel,1469.8,787.02
2012-01-30,BE,diesel,1424.6,749.67
2012-02-06,BE,diesel,1431.6,755.45
2012-02-13,BE,diesel,1461.6,780.24
2012-02-20,BE,diesel,1503.7,815.04
2012-02-27,BE,diesel,1510.2,820.41
2012-03-05,BE,diesel,1496.7,809.25
2012-03-12,BE,diesel,1450.9,771.4
2012-03-19,BE,diesel,1501.8,813.47
2012-03-26,BE,diesel,1463.1,781.48
2012-04-02,BE,diesel,1458.4,777.6
2012-04-16,BE,diesel,1487.3,801.48
2012-04-23,BE,diesel,1454.2,774.13
2012-04-30,BE,diesel,1454.2,774.13
2012-05-07,BE,diesel,1451.6,771.98
2012-05-14,BE,diesel,1485.1,799.67
2012-05-21,BE,diesel,1437.2,760.08
2012-05-28,BE,diesel,1437.2,760.08
2012-06-04,BE,diesel,1399.1,728.59
2012-06-11,BE,diesel,1393.6,724.05
2012-06-18,BE,diesel,1438.1,760.82
2012-06-25,BE,diesel,1385.8,717.6
2012-07-02,BE,diesel,1365.0,700.41
2012-07-09,BE,diesel,1443.4,765.2
2012-07-16,BE,diesel,1453.3,773.38
2012-07-23,BE,diesel,1456.6,776.11
2012-07-30,BE,diesel,1485.4,799.91
2012-08-06,BE,diesel,1479.1,794.71
2012-08-13,BE,diesel,1507.0,817.76
2012-08-20,BE,diesel,1507.6,818.26
2012-08-27,BE,diesel,1505.4,816.44
2012-09-03,BE,diesel,1521.2,829.5
2012-09-10,BE,diesel,1504.4,815.62
2012-09-17,BE,diesel,1494.9,807.76
2012-09-24,BE,diesel,1477.3,793.22
2012-10-01,BE,diesel,1492.6,805.86
2012-10-08,BE,diesel,1505.4,816.44
2012-10-15,BE,diesel,1527.9,835.04
2012-10-22,BE,diesel,1470.2,787.35
2012-10-29,BE,diesel,1464.0,782.23
2012-11-05,BE,diesel,1489.8,803.55
2012-11-12,BE,diesel,1489.8,803.55
2012-11-19,BE,diesel,1476.2,792.31
2012-11-26,BE,diesel,1451.7,772.06
2012-12-03,BE,diesel,1415.1,741.81
2012-12-10,BE,diesel,1455.2,774.95
2012-12-17,BE,diesel,1402.2,731.15
2013-01-07,BE,diesel,1421.7,747.27
2013-01-14,BE,diesel,1423.9,749.09
2013-01-21,BE,diesel,1439.8,762.23
2013-01-28,BE,diesel,1436.1,759.17
2013-02-04,BE,diesel,1434.0,757.43
2013-02-11,BE,diesel,1411.5,738.84
2013-02-18,BE,diesel,1427.0,751.65
2013-02-25,BE,diesel,1435.0,758.26
2013-03-04,BE,diesel,1473.0,789.67
2013-03-11,BE,diesel,1463.11,781.49
2013-03-18,BE,diesel,1398.5,728.1
2013-03-25,BE,diesel,1398.6,728.18
2013-04-08,BE,diesel,1438.1,760.82
2013-04-15,BE,diesel,1393.8,724.21
2013-04-22,BE,diesel,1348.4,686.69
2013-04-29,BE,diesel,1431.0,754.95
2013-05-06,BE,diesel,1334.6,675.29
2013-05-13,BE,diesel,1365.3,700.66
2013-05-20,BE,diesel,1365.3,700.66
2013-05-27,BE,diesel,1365.3,700.66
2013-06-03,BE,diesel,1368.3,703.14
2013-06-10,BE,diesel,1364.6,700.08
2013-06-17,BE,diesel,1384.8,716.77
2013-06-24,BE,diesel,1412.3,739.5
2013-07-01,BE,diesel,1397.8,727.52
2013-07-08,BE,diesel,1393.4,723.88
2013-07-15,BE,diesel,1416.8,743.22
2013-07-22,BE,diesel,1453.5,773.55
2013-07-29,BE,diesel,1409.6,737.27
2013-08-05,BE,diesel,1409.6,737.27
2013-08-12,BE,diesel,1445.8,767.19
2013-08-19,BE,diesel,1388.9,720.16
2013-08-26,BE,diesel,1404.6,733.14
2013-09-02,BE,diesel,1463.6,781.9
2013-09-09,BE,diesel,1447.7,768.76
2013-09-16,BE,diesel,1440.5,762.81
2013-09-23,BE,diesel,1358.9,695.37
2013-09-30,BE,diesel,1416.4,742.89
2013-10-07,BE,diesel,1372.5,706.61
2013-10-14,BE,diesel,1388.8,720.08
2013-10-21,BE,diesel,1367.5,702.48
2013-10-28,BE,diesel,1353.0,690.49
2013-11-04,BE,diesel,1369.68,704.28
2013-11-11,BE,diesel,1369.68,704.28
2013-11-18,BE,diesel,1403.6,732.31
2013-11-25,BE,diesel,1369.1,703.8
2013-12-02,BE,diesel,1391.9,722.64
2013-12-09,BE,diesel,1408.8,736.61
2013-12-16,BE,diesel,1360.6,696.77
2014-01-06,BE,diesel,1385.2,717.1
2014-01-13,BE,diesel,1349.9,687.93
2014-01-20,BE,diesel,1333.8,674.62
2014-01-27,BE,diesel,1367.9,702.81
2014-02-03,BE,diesel,1366.8,701.9
2014-02-10,BE,diesel,1395.3,725.45
2014-02-17,BE,diesel,1360.9,697.02
2014-02-24,BE,diesel,1388.6,719.91
2014-03-03,BE,diesel,1330.9,672.23
2014-03-10,BE,diesel,1391.9,722.64
2014-03-17,BE,diesel,1365.1,700.49
2014-03-24,BE,diesel,1352.7,690.24
2014-03-31,BE,diesel,1307.8,653.14
2014-04-07,BE,diesel,1369.4,704.05
2014-04-14,BE,diesel,1348.07,686.42
2014-04-28,BE,diesel,1362.1,698.01
2014-05-05,BE,diesel,1413.9,740.82
2014-05-12,BE,diesel,1351.3,689.09
2014-05-19,BE,diesel,1393.5,723.96
2014-05-26,BE,diesel,1401.0,730.16
2014-06-02,BE,diesel,1379.6,712.48
2014-06-09,BE,diesel,1379.6,712.48
2014-06-16,BE,diesel,1392.5,723.14
2014-06-23,BE,diesel,1388.1,719.5
2014-06-30,BE,diesel,1429.9,754.05
2014-07-07,BE,diesel,1377.5,710.74
2014-07-14,BE,diesel,1378.9,711.9
2014-07-21,BE,diesel,1378.9,711.9
2014-07-28,BE,diesel,1310.6,655.45
2014-08-04,BE,diesel,1361.5,697.52
2014-08-11,BE,diesel,1387.1,718.67
2014-08-18,BE,diesel,1368.6,703.38
2014-08-25,BE,diesel,1352.4,690.0
2014-09-01,BE,diesel,1402.5,731.4
2014-09-08,BE,diesel,1357.2,693.96
2014-09-15,BE,diesel,1401.9,730.91
2014-09-22,BE,diesel,1355.7,692.72
2014-09-29,BE,diesel,1339.65,679.46
2014-10-06,BE,diesel,1303.6,649.67
2014-10-13,BE,diesel,1333.6,674.46
2014-10-20,BE,diesel,1299.8,646.52
2014-10-27,BE,diesel,1295.25,642.76
2014-11-03,BE,diesel,1299.6,646.36
2014-11-10,BE,diesel,1299.6,646.36
2014-11-17,BE,diesel,1309.9,654.87
2014-11-24,BE,diesel,1256.2,610.49
2014-12-01,BE,diesel,1198.2,562.56
2014-12-08,BE,diesel,1245.1,601.32
2014-12-15,BE,diesel,1245.1,601.32
2015-01-05,BE,diesel,1245.1,601.32
2015-01-12,BE,diesel,1155.4,526.04
2015-01-19,BE,diesel,1126.0,501.74
2015-01-26,BE,diesel,1070.3,455.71
2015-02-02,BE,diesel,1097.7,478.35
2015-02-09,BE,diesel,1165.4,534.3
2015-02-16,BE,diesel,1172.4,540.09
2015-02-23,BE,diesel,1204.1,566.28
2015-03-02,BE,diesel,1227.2,585.37
2015-03-09,BE,diesel,1205.8,567.69
2015-03-16,BE,diesel,1211.4,572.32
2015-03-23,BE,diesel,1138.6,512.15
2015-03-30,BE,diesel,1212.9,573.56
2015-04-13,BE,diesel,1187.48,552.55
2015-04-20,BE,diesel,1185.9,551.24
2015-04-27,BE,diesel,1237.2,593.64
2015-05-04,BE,diesel,1228.9,586.78
2015-05-11,BE,diesel,1249.9,604.14
2015-05-18,BE,diesel,1202.6,565.04
2015-05-25,BE,diesel,1214.0,574.47
2015-06-01,BE,diesel,1202.7,565.13
2015-06-08,BE,diesel,1235.0,591.82
2015-06-15,BE,diesel,1206.0,567.85
2015-06-22,BE,diesel,1204.0,566.2
2015-06-29,BE,diesel,1194.8,558.6
2015-07-06,BE,diesel,1170.0,538.1
2015-07-13,BE,diesel,1227.6,585.71
2015-07-20,BE,diesel,1227.6,585.71
2015-07-27,BE,diesel,1174.4,541.74
2015-08-03,BE,diesel,1142.0,514.96
2015-08-10,BE,diesel,1149.5,521.16
2015-08-17,BE,diesel,1109.5,488.1
2015-08-24,BE,diesel,1102.5,482.32
2015-08-31,BE,diesel,1148.0,519.92
2015-09-07,BE,diesel,1116.8,494.14
2015-09-14,BE,diesel,1137.5,511.24
2015-09-21,BE,diesel,1109.07,487.75
2015-09-28,BE,diesel,1123.41,499.6
2015-10-05,BE,diesel,1139.5,512.9
2015-10-12,BE,diesel,1110.56,488.98
2015-10-19,BE,diesel,1084.9,467.77
2015-10-26,BE,diesel,1084.9,467.77
2015-11-02,BE,diesel,1084.9,467.77
2015-11-09,BE,diesel,1078.71,459.96
2015-11-16,BE,diesel,1118.3,492.67
2015-11-23,BE,diesel,1099.8,470.79
2015-11-30,BE,diesel,1091.8,464.17
2015-12-07,BE,diesel,1094.3,452.54
2015-12-14,BE,diesel,1041.1,395.58
2016-01-04,BE,diesel,1003.7,364.67
2016-01-11,BE,diesel,1064.2,414.67
2016-01-18,BE,diesel,977.4,342.94
2016-01-25,BE,diesel,970.4,337.15
2016-02-01,BE,diesel,990.2,353.52
2016-02-08,BE,diesel,1004.8,365.58
2016-02-15,BE,diesel,965.7,333.27
2016-02-22,BE,diesel,1011.0,370.71
2016-02-29,BE,diesel,1020.3,378.39
2016-03-07,BE,diesel,1026.8,383.77
2016-03-14,BE,diesel,1051.1,403.85
2016-03-21,BE,diesel,1058.6,410.05
2016-04-04,BE,diesel,1034.44,390.08
2016-04-11,BE,diesel,1038.3,393.27
2016-04-18,BE,diesel,1068.4,418.15
2016-04-25,BE,diesel,1050.6,403.43
2016-05-02,BE,diesel,1088.6,434.84
2016-05-09,BE,diesel,1079.4,427.24
2016-05-16,BE,diesel,1097.8,442.44
2016-05-23,BE,diesel,1083.9,430.96
2016-05-30,BE,diesel,1128.4,467.73
2016-06-06,BE,diesel,1158.4,492.53
2016-06-13,BE,diesel,1128.2,467.57
2016-06-20,BE,diesel,1150.1,485.67
2016-06-27,BE,diesel,1119.0,459.96
2016-07-04,BE,diesel,1150.85,486.29
2016-07-11,BE,diesel,1120.14,455.11
2016-07-18,BE,diesel,1155.0,475.62
2016-07-25,BE,diesel,1136.4,460.24
2016-08-01,BE,diesel,1092.7,416.63
2016-08-08,BE,diesel,1100.9,412.91
2016-08-15,BE,diesel,1126.32,433.92
2016-08-22,BE,diesel,1119.5,428.29
2016-08-29,BE,diesel,1144.7,449.11
2016-09-05,BE,diesel,1160.5,462.17
2016-09-12,BE,diesel,1147.3,451.26
2016-09-19,BE,diesel,1129.9,436.88
2016-09-26,BE,diesel,1146.4,450.52
2016-10-03,BE,diesel,1132.8,439.28
2016-10-10,BE,diesel,1132.8,439.28
2016-10-17,BE,diesel,1223.5,514.24
2016-10-24,BE,diesel,1195.7,491.26
2016-10-31,BE,diesel,1194.82,490.53
2016-11-07,BE,diesel,1150.5,453.91
2016-11-14,BE,diesel,1155.8,458.29
2016-11-21,BE,diesel,1153.7,456.55
2016-11-28,BE,diesel,1176.3,475.23
2016-12-05,BE,diesel,1176.5,475.39
2016-12-12,BE,diesel,1211.0,503.91
2016-12-19,BE,diesel,1230.9,520.35
2017-01-02,BE,diesel,1253.75,528.51
2017-01-09,BE,diesel,1282.6,552.35
2017-01-16,BE,diesel,1234.9,507.53
2017-01-23,BE,diesel,1258.8,527.28
2017-01-30,BE,diesel,1285.8,549.59
2017-02-06,BE,diesel,1268.7,535.46
2017-02-13,BE,diesel,1238.8,510.75
2017-02-20,BE,diesel,1251.5,521.25
2017-02-27,BE,diesel,1232.7,505.71
2017-03-06,BE,diesel,1256.1,525.05
2017-03-13,BE,diesel,1262.5,530.34
2017-03-20,BE,diesel,1244.9,503.39
2017-03-27,BE,diesel,1214.4,473.67
2017-04-03,BE,diesel,1263.5,514.24
2017-04-10,BE,diesel,1262.9,513.75
2017-04-24,BE,diesel,1300.6,544.91
2017-05-01,BE,diesel,1260.1,511.43
2017-05-08,BE,diesel,1291.7,537.55
2017-05-15,BE,diesel,1225.4,482.76
2017-05-22,BE,diesel,1264.6,515.15
2017-05-29,BE,diesel,1264.6,515.15
2017-06-05,BE,diesel,1264.6,515.15
